district_number,district_name,station_number,station_name,last_name,first_name,party_name,votes
48001,Banff--Airdrie,27,Cochrane,MacDonald,Mike,Green Party,15
48001,Banff--Airdrie,27,Cochrane,Raynolds,Marlo,Liberal,42
48001,Banff--Airdrie,27,Cochrane,Richards,Blake,Conservative,184
48001,Banff--Airdrie,28,Cochrane,Boissonneault,Joanne,NDP,25
48001,Banff--Airdrie,28,Cochrane,MacDonald,Mike,Green Party,13
48001,Banff--Airdrie,28,Cochrane,Raynolds,Marlo,Liberal,78
48001,Banff--Airdrie,28,Cochrane,Richards,Blake,Conservative,228
48001,Banff--Airdrie,29,Cochrane,Boissonneault,Joanne,NDP,11
48001,Banff--Airdrie,29,Cochrane,MacDonald,Mike,Green Party,6
48001,Banff--Airdrie,29,Cochrane,Raynolds,Marlo,Liberal,47
48001,Banff--Airdrie,29,Cochrane,Richards,Blake,Conservative,130
48001,Banff--Airdrie,30,Cochrane,Boissonneault,Joanne,NDP,15
48001,Banff--Airdrie,30,Cochrane,MacDonald,Mike,Green Party,7
48001,Banff--Airdrie,30,Cochrane,Raynolds,Marlo,Liberal,44
48001,Banff--Airdrie,30,Cochrane,Richards,Blake,Conservative,150
48001,Banff--Airdrie,31,Cochrane,Boissonneault,Joanne,NDP,8
48001,Banff--Airdrie,31,Cochrane,MacDonald,Mike,Green Party,5
48001,Banff--Airdrie,31,Cochrane,Raynolds,Marlo,Liberal,43
48001,Banff--Airdrie,31,Cochrane,Richards,Blake,Conservative,167
48001,Banff--Airdrie,32,Cochrane,Boissonneault,Joanne,NDP,13
48001,Banff--Airdrie,32,Cochrane,MacDonald,Mike,Green Party,10
48001,Banff--Airdrie,32,Cochrane,Raynolds,Marlo,Liberal,53
48001,Banff--Airdrie,32,Cochrane,Richards,Blake,Conservative,183
48001,Banff--Airdrie, 33A,Bottrel,Boissonneault,Joanne,NDP,12
48001,Banff--Airdrie, 33A,Bottrel,MacDonald,Mike,Green Party,13
48001,Banff--Airdrie, 33A,Bottrel,Raynolds,Marlo,Liberal,27
48001,Banff--Airdrie, 33A,Bottrel,Richards,Blake,Conservative,195
48001,Banff--Airdrie, 33B,Bottrel,Boissonneault,Joanne,NDP,11
48001,Banff--Airdrie, 33B,Bottrel,MacDonald,Mike,Green Party,10
48001,Banff--Airdrie, 33B,Bottrel,Raynolds,Marlo,Liberal,25
48001,Banff--Airdrie, 33B,Bottrel,Richards,Blake,Conservative,177
48001,Banff--Airdrie,34,Lochend,Boissonneault,Joanne,NDP,8
48001,Banff--Airdrie,34,Lochend,MacDonald,Mike,Green Party,17
48001,Banff--Airdrie,34,Lochend,Raynolds,Marlo,Liberal,26
