district_number,district_name,station_number,station_name,last_name,first_name,party_name,votes
13001,Acadie--Bathurst,32,Centre-Saint-Simon,Girouard-Riordon,Riba,Conservative,10
13001,Acadie--Bathurst,32,Centre-Saint-Simon,Godin,Jason,NDP-New Democratic Party,77
13001,Acadie--Bathurst,33,Haut-Saint-Simon,Breau,Dominique,Green Party,2
13001,Acadie--Bathurst,33,Haut-Saint-Simon,Cormier,Serge,Liberal,89
13001,Acadie--Bathurst,33,Haut-Saint-Simon,Girouard-Riordon,Riba,Conservative,7
13001,Acadie--Bathurst,33,Haut-Saint-Simon,Godin,Jason,NDP-New Democratic Party,52
13001,Acadie--Bathurst,34,Caraquet,Breau,Dominique,Green Party,2
13001,Acadie--Bathurst,34,Caraquet,Cormier,Serge,Liberal,76
13001,Acadie--Bathurst,34,Caraquet,Girouard-Riordon,Riba,Conservative,8
13001,Acadie--Bathurst,34,Caraquet,Godin,Jason,NDP-New Democratic Party,41
13001,Acadie--Bathurst,35,Caraquet,Breau,Dominique,Green Party,1
13001,Acadie--Bathurst,35,Caraquet,Cormier,Serge,Liberal,120
13001,Acadie--Bathurst,35,Caraquet,Girouard-Riordon,Riba,Conservative,14
13001,Acadie--Bathurst,35,Caraquet,Godin,Jason,NDP-New Democratic Party,57
13001,Acadie--Bathurst,36,Caraquet,Breau,Dominique,Green Party,1
13001,Acadie--Bathurst,36,Caraquet,Cormier,Serge,Liberal,105
13001,Acadie--Bathurst,36,Caraquet,Girouard-Riordon,Riba,Conservative,7
13001,Acadie--Bathurst,36,Caraquet,Godin,Jason,NDP-New Democratic Party,91
13001,Acadie--Bathurst,37,Caraquet,Breau,Dominique,Green Party,4
13001,Acadie--Bathurst,37,Caraquet,Cormier,Serge,Liberal,138
13001,Acadie--Bathurst,37,Caraquet,Girouard-Riordon,Riba,Conservative,3
13001,Acadie--Bathurst,37,Caraquet,Godin,Jason,NDP-New Democratic Party,93
13001,Acadie--Bathurst,38,Caraquet,Breau,Dominique,Green Party,2
13001,Acadie--Bathurst,38,Caraquet,Cormier,Serge,Liberal,114
13001,Acadie--Bathurst,38,Caraquet,Girouard-Riordon,Riba,Conservative,6
13001,Acadie--Bathurst,38,Caraquet,Godin,Jason,NDP-New Democratic Party,59
13001,Acadie--Bathurst, 39A,Caraquet,Breau,Dominique,Green Party,5
13001,Acadie--Bathurst, 39A,Caraquet,Cormier,Serge,Liberal,74
13001,Acadie--Bathurst, 39A,Caraquet,Girouard-Riordon,Riba,Conservative,4
13001,Acadie--Bathurst, 39A,Caraquet,Godin,Jason,NDP-New Democratic Party,37
13001,Acadie--Bathurst, 39B,Caraquet,Breau,Dominique,Green Party,3
13001,Acadie--Bathurst, 39B,Caraquet,Cormier,Serge,Liberal,88
13001,Acadie--Bathurst, 39B,Caraquet,Girouard-Riordon,Riba,Conservative,7
13001,Acadie--Bathurst, 39B,Caraquet,Godin,Jason,NDP-New Democratic Party,28
13001,Acadie--Bathurst,40,Pointe-Rocheuse,Breau,Dominique,Green Party,5
13001,Acadie--Bathurst,40,Pointe-Rocheuse,Cormier,Serge,Liberal,124
13001,Acadie--Bathurst,40,Pointe-Rocheuse,Girouard-Riordon,Riba,Conservative,10
13001,Acadie--Bathurst,40,Pointe-Rocheuse,Godin,Jason,NDP-New Democratic Party,75
13001,Acadie--Bathurst, 41A,Caraquet,Breau,Dominique,Green Party,0
13001,Acadie--Bathurst, 41A,Caraquet,Cormier,Serge,Liberal,77
13001,Acadie--Bathurst, 41A,Caraquet,Girouard-Riordon,Riba,Conservative,7
13001,Acadie--Bathurst, 41A,Caraquet,Godin,Jason,NDP-New Democratic Party,37
13001,Acadie--Bathurst, 41B,Mobile poll/Bureau itinérant,Breau,Dominique,Green Party,0
13001,Acadie--Bathurst, 41B,Mobile poll/Bureau itinérant,Cormier,Serge,Liberal,0
13001,Acadie--Bathurst, 41B,Mobile poll/Bureau itinérant,Girouard-Riordon,Riba,Conservative,0
13001,Acadie--Bathurst, 41B,Mobile poll/Bureau itinérant,Godin,Jason,NDP-New Democratic Party,0
13001,Acadie--Bathurst,42,Sainte-Anne-du-Bocage,Breau,Dominique,Green Party,1
13001,Acadie--Bathurst,42,Sainte-Anne-du-Bocage,Cormier,Serge,Liberal,71
13001,Acadie--Bathurst,42,Sainte-Anne-du-Bocage,Girouard-Riordon,Riba,Conservative,13
13001,Acadie--Bathurst,42,Sainte-Anne-du-Bocage,Godin,Jason,NDP-New Democratic Party,67
13001,Acadie--Bathurst, 43A,Caraquet,Breau,Dominique,Green Party,7
13001,Acadie--Bathurst, 43A,Caraquet,Cormier,Serge,Liberal,91
