district_number,district_name,station_number,station_name,last_name,first_name,party_name,votes
46001,Brandon--Souris,47,Brandon,Maguire,Larry,Conservative,112
46001,Brandon--Souris,47,Brandon,Neufeld,David,Green Party,9
46001,Brandon--Souris,47,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,5
46001,Brandon--Souris,47,Brandon,Wyman,Jodi,Liberal,88
46001,Brandon--Souris,48,Cornwallis,Maguire,Larry,Conservative,155
46001,Brandon--Souris,48,Cornwallis,Neufeld,David,Green Party,9
46001,Brandon--Souris,48,Cornwallis,Wastasecoot,Melissa Joy,NDP-New Democratic Party,13
46001,Brandon--Souris,48,Cornwallis,Wyman,Jodi,Liberal,114
46001,Brandon--Souris,49,Brandon,Maguire,Larry,Conservative,116
46001,Brandon--Souris,49,Brandon,Neufeld,David,Green Party,16
46001,Brandon--Souris,49,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,16
46001,Brandon--Souris,49,Brandon,Wyman,Jodi,Liberal,117
46001,Brandon--Souris,50,Brandon,Maguire,Larry,Conservative,94
46001,Brandon--Souris,50,Brandon,Neufeld,David,Green Party,10
46001,Brandon--Souris,50,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,12
46001,Brandon--Souris,50,Brandon,Wyman,Jodi,Liberal,92
46001,Brandon--Souris,51,Brandon,Maguire,Larry,Conservative,89
46001,Brandon--Souris,51,Brandon,Neufeld,David,Green Party,8
46001,Brandon--Souris,51,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,11
46001,Brandon--Souris,51,Brandon,Wyman,Jodi,Liberal,115
46001,Brandon--Souris,52,Brandon,Maguire,Larry,Conservative,115
46001,Brandon--Souris,52,Brandon,Neufeld,David,Green Party,9
46001,Brandon--Souris,52,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,14
46001,Brandon--Souris,52,Brandon,Wyman,Jodi,Liberal,120
46001,Brandon--Souris,53,Brandon,Maguire,Larry,Conservative,117
46001,Brandon--Souris,53,Brandon,Neufeld,David,Green Party,20
46001,Brandon--Souris,53,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,13
46001,Brandon--Souris,53,Brandon,Wyman,Jodi,Liberal,116
46001,Brandon--Souris, 54A,Brandon,Maguire,Larry,Conservative,122
46001,Brandon--Souris, 54A,Brandon,Neufeld,David,Green Party,4
46001,Brandon--Souris, 54A,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,4
46001,Brandon--Souris, 54A,Brandon,Wyman,Jodi,Liberal,63
46001,Brandon--Souris, 54B,Brandon,Maguire,Larry,Conservative,96
46001,Brandon--Souris, 54B,Brandon,Neufeld,David,Green Party,5
46001,Brandon--Souris, 54B,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,2
46001,Brandon--Souris, 54B,Brandon,Wyman,Jodi,Liberal,29
46001,Brandon--Souris,55,Brandon,Maguire,Larry,Conservative,64
46001,Brandon--Souris,55,Brandon,Neufeld,David,Green Party,6
46001,Brandon--Souris,55,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,21
46001,Brandon--Souris,55,Brandon,Wyman,Jodi,Liberal,100
46001,Brandon--Souris,56,Brandon,Maguire,Larry,Conservative,99
46001,Brandon--Souris,56,Brandon,Neufeld,David,Green Party,20
46001,Brandon--Souris,56,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,16
46001,Brandon--Souris,56,Brandon,Wyman,Jodi,Liberal,123
46001,Brandon--Souris,57,Brandon,Maguire,Larry,Conservative,91
46001,Brandon--Souris,57,Brandon,Neufeld,David,Green Party,17
46001,Brandon--Souris,57,Brandon,Wastasecoot,Melissa Joy,NDP-New Democratic Party,26
46001,Brandon--Souris,57,Brandon,Wyman,Jodi,Liberal,80
46001,Brandon--Souris,58,Brandon,Maguire,Larry,Conservative,66
46001,Brandon--Souris,58,Brandon,Neufeld,David,Green Party,22
